counts,word,char_count
2,avaricious,10.0
2,inclusive,9.0
2,explicable,10.0
2,reinforce,9.0
2,mercurial,9.0
2,approbation,11.0
2,fickle,6.0
2,impassioned,11.0
2,connoisseur,11.0
2,unwavering,10.0
2,sincerity,9.0
2,prominence,10.0
2,enamored,8.0
2,stymie,6.0
2,somnolent,9.0
2,encyclopedic,12.0
2,veil,4.0
2,ephemerality,12.0
2,scrupulous,10.0
2,prudent,7.0
2,chronological,13.0
2,articulate,10.0
2,motley,6.0
2,regal,5.0
2,alienation,10.0
2,engender,8.0
2,orthodox,8.0
2,surreptitious,13.0
2,anthropogenic,13.0
2,incursion,9.0
2,bootless,8.0
2,felicitous,10.0
2,remunerative,12.0
2,estrangement,12.0
2,munificent,10.0
2,accretion,9.0
2,tepid,5.0
2,circumscribe,12.0
2,ingenuousness,13.0
2,ambivalence,11.0
2,exuberant,9.0
2,nostalgia,9.0
2,exasperate,10.0
2,indictment,10.0
2,eminence,8.0
2,tenacious,9.0
2,synthesis,9.0
2,provenance,10.0
2,restive,7.0
2,serendipity,11.0
2,credulous,9.0
2,pugnacity,9.0
2,yield,5.0
2,furtive,7.0
2,volatile,8.0
2,hamstring,9.0
2,repetitious,11.0
2,whim,4.0
2,spurn,5.0
2,blithe,6.0
2,pertain,7.0
2,overwrought,11.0
2,audacious,9.0
2,torpor,6.0
2,verisimilitude,14.0
2,quell,5.0
2,prolific,8.0
2,apprehension,12.0
2,deceptive,9.0
2,euphemism,9.0
2,hypocritic,10.0
2,reminiscent,11.0
2,lugubrious,10.0
2,melancholy,10.0
2,transparency,12.0
2,eccentricity,12.0
2,respite,7.0
2,acquiescence(to),16.0
2,offset,6.0
2,veracity,8.0
2,resonate,8.0
2,obtrusive,9.0
2,underrate,9.0
2,rapacious,9.0
2,lionize,7.0
2,nothing if not,14.0
2,extirpate,9.0
2,loath,5.0
2,abound,6.0
2,disingenuous,12.0
2,litigation,10.0
2,facile,6.0
2,culpability,11.0
2,strenuous,9.0
2,supplement,10.0
2,slacken,7.0
2,patronize,9.0
2,ebb,3.0
2,overt,5.0
2,exclusive,9.0
2,pecuniary,9.0
2,deflate,7.0
2,prestigious,11.0
2,plastic,7.0
2,arduous,7.0
2,exactitude,10.0
2,champion,8.0
2,consistent,10.0
2,harrowing,9.0
2,buttress,8.0
2,premeditate,11.0
2,eloquence,9.0
2,deliberate,10.0
2,envisage,8.0
2,lull,4.0
2,raging,6.0
2,vulnerable,10.0
2,accountability,14.0
2,extroverted,11.0
2,profusion,9.0
2,novelty,7.0
2,promulgate,10.0
2,foretell,8.0
2,cynicism,8.0
2,cronyism,8.0
2,succinct,8.0
2,indulgence,10.0
2,languish,8.0
2,trigger,7.0
2,befuddled,9.0
2,apocryphal,10.0
2,pretense,8.0
2,premise,7.0
2,cowardice,9.0
2,ascetic,7.0
2,intercept,9.0
2,sordid,6.0
2,negate,6.0
2,contentious,11.0
2,vague,5.0
2,stupefaction,12.0
2,myriad,6.0
2,comity,6.0
2,solemn,6.0
2,mimic,5.0
2,opulence,8.0
2,dispel,6.0
2,evade,5.0
2,genteel,7.0
2,supercilious,12.0
2,shriek,6.0
2,stimulant,9.0
2,astute,6.0
2,intriguing,10.0
2,venerate,8.0
2,endemic,7.0
2,divulge,7.0
2,tout,4.0
2,warble,6.0
2,proficient,10.0
2,self-perpetuating,17.0
2,sabotage,8.0
2,trenchant,9.0
2,unwieldy,8.0
2,petty,5.0
2,condemn,7.0
2,simultaneous,12.0
2,self-aggrandizing,17.0
2,indiscriminate,14.0
2,prosaic,7.0
2,impair,6.0
2,deprecate,9.0
2,zealot,6.0
2,capriciousness,14.0
2,commendation,12.0
2,pristine,8.0
2,abstemious,10.0
2,manageable,10.0
2,conscientious,13.0
2,reserved,8.0
2,mawkish,7.0
2,heartfelt,9.0
2,compunction,11.0
2,languishing,11.0
2,overwhelming,12.0
2,incredible,10.0
2,stubborn,8.0
2,paradigmatic,12.0
2,introspective,13.0
2,innate,6.0
2,evenhanded,10.0
2,revile,6.0
2,aggrieve,8.0
2,warrant,7.0
2,insouciance,11.0
2,sober,5.0
2,auspicious,10.0
2,spartan,7.0
2,burlesque,9.0
2,ancillary,9.0
2,interminable,12.0
2,fractious,9.0
2,dilemma,7.0
2,beneficence,11.0
2,diametrically,13.0
2,paragon,7.0
2,baroque,7.0
2,lambast,7.0
2,grandiosity,11.0
2,plague,6.0
2,analogous,9.0
2,defy,4.0
2,replete,7.0
2,appraise,8.0
2,impetuous,9.0
2,invigorate,10.0
2,stagnation,10.0
2,feign,5.0
2,ascribe,7.0
2,flamboyant,10.0
2,escalate,8.0
2,encomium,8.0
2,evasive,7.0
2,gigantic,8.0
2,truculent,9.0
2,flighty,7.0
2,inertial,8.0
2,acrimony,8.0
2,hidebound,9.0
2,partisan,8.0
2,delusive,8.0
2,ponder,6.0
2,lucidity,8.0
2,obscurity,9.0
2,reiterate,9.0
2,punctilious,11.0
2,condescending,13.0
2,unorthodox,10.0
2,exasperation,12.0
2,relinquish,10.0
2,proprietary,11.0
2,controversial,13.0
2,quip,4.0
2,confound,8.0
2,acumen,6.0
2,candid,6.0
2,instantaneous,13.0
2,antiquated,10.0
2,disguise,8.0
2,demise,6.0
2,adversarial,11.0
2,linger,6.0
2,consequential,13.0
2,chimerical,10.0
2,prevalent,9.0
2,trope,5.0
2,palpable,8.0
2,antediluvian,12.0
2,contagious,10.0
2,monolithic,10.0
2,exhilarate,10.0
2,ironic,6.0
2,glut,4.0
2,elicit,6.0
2,resilience,10.0
2,blemish,7.0
2,acquiesce,9.0
2,intrinsic,9.0
2,cordiality,10.0
2,render,6.0
2,caterwaul,9.0
2,rationale,9.0
2,sporadic,8.0
2,inexplicable,12.0
2,harbinger,9.0
2,fanatical,9.0
2,malign,6.0
2,emblematic,10.0
2,redundancy,10.0
2,reticence,9.0
2,impenetrable,12.0
2,valid,5.0
2,devious,7.0
2,haphazard,9.0
2,waver,5.0
2,eternal,7.0
2,jarring,7.0
2,edifying,8.0
2,paradigm,8.0
2,cordial,7.0
2,oblivious,9.0
2,singular,8.0
2,exiguous,8.0
2,hindsight,9.0
2,slippery,8.0
2,monarchy,8.0
2,perilous,8.0
2,valediction,11.0
2,puncture,8.0
2,versatile,9.0
2,ingenuous,9.0
2,sectarian,9.0
2,incontrovertible,16.0
2,captivate,9.0
2,congeniality,12.0
2,drollness,9.0
2,enterprising,12.0
2,plasticity,10.0
2,conundrum,9.0
2,precursor,9.0
2,certitude,9.0
2,rally,5.0
2,subvert,7.0
2,concomitant,11.0
2,pragmatism,10.0
2,adulation,9.0
2,virtuosity,10.0
2,implacable,10.0
2,modest,6.0
2,equivocal,9.0
2,worldly,7.0
2,fastidiousness,14.0
2,illusory,8.0
2,glean,5.0
2,parallel,8.0
2,futile,6.0
2,momentary,9.0
2,seditious,9.0
2,altruism,8.0
2,histrionic,10.0
2,reprehend,9.0
2,negligible,10.0
2,ethos,5.0
2,triviality,10.0
2,inert,5.0
2,mirthful,8.0
2,dismiss,7.0
2,jovial,6.0
2,ogre,4.0
2,pervasive,9.0
2,competing,9.0
2,protract,8.0
2,conviviality,12.0
2,unassuming,10.0
2,quiescence,10.0
2,outlandish,10.0
2,prophetic,9.0
2,fungible,8.0
2,subversion,10.0
2,discretionary,13.0
2,routine,7.0
2,amorphous,9.0
2,idle,4.0
2,pertinent,9.0
2,didacticism,11.0
2,chauvinistic,12.0
2,collegiality,12.0
2,illustrious,11.0
2,unbound,7.0
2,croon,5.0
2,punctiliousness,15.0
2,egregious,9.0
2,solitary,8.0
2,erudition,9.0
2,pugnacious,10.0
2,scrutinize,10.0
2,vanish,6.0
2,tonic,5.0
2,molder,6.0
2,suffocate,9.0
2,cliquish,8.0
2,insightful,10.0
2,vacuous,7.0
2,emergent,8.0
2,exculpatory,11.0
2,pensiveness,11.0
2,outstrip,8.0
2,whimsical,9.0
2,doom,4.0
2,coalesce,8.0
2,revitalize,10.0
2,effusiveness,12.0
2,cunning,7.0
2,banality,8.0
2,cynical,7.0
2,compassionate,13.0
2,exemplar,8.0
2,mendacity,9.0
2,mockery,7.0
2,cede,4.0
2,complacency,11.0
2,tangible,8.0
2,unbridled,9.0
2,sanction,8.0
2,repudiation,11.0
2,homogeneity,11.0
2,polemical,9.0
2,portend,7.0
2,overblown,9.0
2,slight,6.0
2,marginal,8.0
2,self-serving,12.0
2,averse,6.0
2,humility,8.0
2,turbulence,10.0
2,controvert,10.0
2,demoralize,10.0
2,visible,7.0
2,concession,10.0
2,tribute,7.0
2,unruliness,10.0
2,impede,6.0
2,exalt,5.0
2,anachronism,11.0
2,juvenile,8.0
2,protean,7.0
2,renowned,8.0
2,expedient,9.0
2,disarray,8.0
2,resentment,10.0
2,dour,4.0
2,forge,5.0
2,subversiveness,14.0
2,pledge,6.0
2,immaterial,10.0
2,obfuscate,9.0
2,dwindle,7.0
2,reclusive,9.0
2,proximity,9.0
2,copious,7.0
2,promising,9.0
2,naïveté,7.0
2,anonymity,9.0
2,obduracy,8.0
2,anomaly,7.0
2,hodgepodge,10.0
2,monitor,7.0
2,incredulity,11.0
2,concede,7.0
2,circuitous,10.0
2,deify,5.0
2,compliance,10.0
2,nettlesome,10.0
2,expeditious,11.0
2,trepidation,11.0
2,illuminate,10.0
2,codify,6.0
2,laud,4.0
2,substitute,10.0
2,benevolent,10.0
2,disseminate,11.0
2,nondescript,11.0
2,overwhelm,9.0
2,opprobrium,10.0
2,braggart,8.0
2,haphazardly,11.0
2,outmoded,8.0
1,generic,7.0
1,integrity,9.0
1,prodigious,10.0
1,mutually,8.0
1,approbatory,11.0
1,quintessential,14.0
1,legitimate,10.0
1,superintendent,14.0
1,grandstanding,13.0
1,discursion,10.0
1,fluster,7.0
1,disgorge,8.0
1,confessional,12.0
1,sustain,7.0
1,assertiveness,13.0
1,impregnable,11.0
1,alacrity,8.0
1,misfeasance,11.0
1,empiricism,10.0
1,worship,7.0
1,derive,6.0
1,assiduous,9.0
1,mien,4.0
1,upshot,6.0
1,crushing,8.0
1,quibbler,8.0
1,efficacious,11.0
1,sham,4.0
1,sporadically,12.0
1,counterfeit,11.0
1,override,8.0
1,prescience,10.0
1,extensive,9.0
1,majestic,8.0
1,adroit,6.0
1,substantiation,14.0
1,impress,7.0
1,endow,5.0
1,idiosyncratic,13.0
1,bargain,7.0
1,hyperbolic,10.0
1,emotive,7.0
1,ethereal,8.0
1,improbable,10.0
1,baneful,7.0
1,extravagant,11.0
1,boon,4.0
1,brushstroke,11.0
1,verify,6.0
1,exigent,7.0
1,glitz,5.0
1,frivolous,9.0
1,objective,9.0
1,seminal,7.0
1,portent,7.0
1,irascible,9.0
1,attribute,9.0
1,plagiarism,10.0
1,intensification,15.0
1,sage,4.0
1,chivalrous,10.0
1,memento,7.0
1,prescriptive,12.0
1,grand,5.0
1,invidious,9.0
1,emulsify,8.0
1,decline,7.0
1,assiduousness,13.0
1,controversy,11.0
1,inspire,7.0
1,off-putting,11.0
1,repertoire,10.0
1,mutability,10.0
1,empower,7.0
1,demarcation,11.0
1,clarity,7.0
1,superiority,11.0
1,futility,8.0
1,sanctimonious,13.0
1,rehabilitate,12.0
1,manic,5.0
1,ramshackle,10.0
1,deject,6.0
1,calculated,10.0
1,transitory,10.0
1,strip away,10.0
1,amend,5.0
1,squander,8.0
1,supremacy,9.0
1,exotic,6.0
1,obstinate,9.0
1,affluence,9.0
1,seclusion,9.0
1,magisterial,11.0
1,choleric,8.0
1,gourmet,7.0
1,bountiful,9.0
1,fervor,6.0
1,lapse,5.0
1,august,6.0
1,panoply,7.0
1,recondite,9.0
1,ambiguity,9.0
1,mediate,7.0
1,devastate,9.0
1,sidestep,8.0
1,sterling,8.0
1,resourcefulness,15.0
1,shrink from,11.0
1,routinely,9.0
1,abash,5.0
1,coordinate,10.0
1,nugatory,8.0
1,accede,6.0
1,implication,11.0
1,grip,4.0
1,diverting,9.0
1,impotent,8.0
1,deterioration,13.0
1,honorific,9.0
1,preside,7.0
1,ring true,9.0
1,patchwork,9.0
1,exculpate,9.0
1,synonymous,10.0
1,unimpeded,9.0
1,attune,6.0
1,consensus,9.0
1,genealogy,9.0
1,betray,6.0
1,uniform,7.0
1,acquaintance,12.0
1,obeisance,9.0
1,ramification,12.0
1,deluge,6.0
1,profess,7.0
1,dictum,6.0
1,jeremiad,8.0
1,naturalism,10.0
1,parody,6.0
1,stratified,10.0
1,doctrinaire,11.0
1,prodigy,7.0
1,arousal,7.0
1,dissemble,9.0
1,tentative,9.0
1,mandate,7.0
1,congruent,9.0
1,exigency,8.0
1,contemptuous,12.0
1,reproach,8.0
1,disperse,8.0
1,sonorous,8.0
1,stale,5.0
1,intermediary,12.0
1,cumbersome,10.0
1,cantankerous,12.0
1,enlighten,9.0
1,chronology,10.0
1,pseudoscience,13.0
1,importunate,11.0
1,denounce,8.0
1,parsimonious,12.0
1,porous,6.0
1,sensationalism,14.0
1,pompous,7.0
1,quirky,6.0
1,equanimity,10.0
1,perfidious,10.0
1,boast,5.0
1,metamorphose,12.0
1,anecdotal,9.0
1,enervate,8.0
1,unerring,8.0
1,meretricious,12.0
1,unflappability,14.0
1,hypocrisy,9.0
1,slumber,7.0
1,inverse,7.0
1,superficially,13.0
1,winnow,6.0
1,curtail,7.0
1,legitimize,10.0
1,epic,4.0
1,spew,4.0
1,scarce,6.0
1,anarchistic,11.0
1,dubious,7.0
1,intoxicated,11.0
1,embellish,9.0
1,homogeneous,11.0
1,barring,7.0
1,defer (to),10.0
1,maverick,8.0
1,ebullient,9.0
1,awry,4.0
1,impalpable,10.0
1,reciprocity,11.0
1,admonish,8.0
1,marked,6.0
1,esteem,6.0
1,disciplined,11.0
1,hitch,5.0
1,hybrid,6.0
1,renounce,8.0
1,dichotomous,11.0
1,stagnant,8.0
1,punctuate,9.0
1,comportment,11.0
1,normalcy,8.0
1,melancholic,11.0
1,captivating,11.0
1,impulsiveness,13.0
1,rabid,5.0
1,decouple,8.0
1,quizzical,9.0
1,beatify,7.0
1,revision,8.0
1,selfless,8.0
1,bewilder,8.0
1,supplementary,13.0
1,imprudence,10.0
1,arduousness,11.0
1,atypical,8.0
1,urbane,6.0
1,feat,4.0
1,acute,5.0
1,counter,7.0
1,unique,6.0
1,oversell,8.0
1,manipulate,10.0
1,encounter,9.0
1,from scratch,12.0
1,gregarious,10.0
1,stalwart,8.0
1,inherent,8.0
1,pack,4.0
1,endorsement,11.0
1,repugnant,9.0
1,mediocrity,10.0
1,pastiche,8.0
1,panegyric,9.0
1,tart,4.0
1,fraudulence,11.0
1,gravitate(to/towards,20.0
1,expel,5.0
1,deferential,11.0
1,putative,8.0
1,wholesale,9.0
1,indignant,9.0
1,aspersion,9.0
1,wearisome,9.0
1,chic,4.0
1,benevolence,11.0
1,contrivance,11.0
1,modulate,8.0
1,elate,5.0
1,vindicate,9.0
1,check,5.0
1,truncate,8.0
1,foment,6.0
1,sagaciousness,13.0
1,ad hoc,6.0
1,quotidian,9.0
1,itinerant,9.0
1,fallibility,11.0
1,dignified,9.0
1,leniency,8.0
1,equitable,9.0
1,minimal,7.0
1,clamorous,9.0
1,canonical,9.0
1,synapse,7.0
1,diffuse,7.0
1,perennial,9.0
1,groundless,10.0
1,unflinching,11.0
1,delegate,8.0
1,pessimism,9.0
1,discern,7.0
1,notoriety,9.0
1,furtively,9.0
1,fusty,5.0
1,stipulate,9.0
1,luminary,8.0
1,eccentric,9.0
1,fraud,5.0
1,anew,4.0
1,intransigence,13.0
1,evocatively,11.0
1,formulaic,9.0
1,elude,5.0
1,buoyancy,8.0
1,inclusiveness,13.0
1,flabbergasted,13.0
1,effluvia,8.0
1,gild,4.0
1,demarcate,9.0
1,affinity,8.0
1,stalemate,9.0
1,sycophancy,10.0
1,incivility,10.0
1,inexorable,10.0
1,exonerate,9.0
1,opprobrious,11.0
1,undiscriminating,16.0
1,parity,6.0
1,dutiable,8.0
1,hackneyed,9.0
1,quackery,8.0
1,bromidic,8.0
1,founder,7.0
1,rule out,8.0
1,viable,6.0
1,countermand,11.0
1,adduce,6.0
1,persistent,10.0
1,hierarchy,9.0
1,inevitable,10.0
1,riddle,6.0
1,forbear,7.0
1,detrimental,11.0
1,sophistication,14.0
1,uniformly,9.0
1,aghast,6.0
1,prognosis,9.0
1,caricature,10.0
1,suspense,8.0
1,detection,9.0
1,disheartening,13.0
1,trenchancy,10.0
1,fake,4.0
1,stratification,14.0
1,corollary,9.0
1,coincidental,12.0
1,duplicity,9.0
1,tranquil,8.0
1,avert,5.0
1,isolation,9.0
1,perish,6.0
1,skirt,5.0
1,acclaim,7.0
1,allusion,8.0
1,senescence,10.0
1,loathe,6.0
1,outdo,5.0
1,vista,5.0
1,insidious,9.0
1,poignant,8.0
1,beguile,7.0
1,static,6.0
1,magnify,7.0
1,dispense,8.0
1,civic,5.0
1,better,6.0
1,refute,6.0
1,adherence,9.0
1,badger,6.0
1,immutability,12.0
1,undue,5.0
1,synthesize,10.0
1,hobble,6.0
1,demonization,12.0
1,tenure,6.0
1,predate,7.0
1,aberration,10.0
1,halfhearted,11.0
1,blithely,8.0
1,plaintive,9.0
1,a priori,8.0
1,adversity,9.0
1,brook,5.0
1,furnish,7.0
1,coddle,6.0
1,inopportune,11.0
1,amalgam,7.0
1,pragmatist,10.0
1,vantage,7.0
1,sparse,6.0
1,deaden,6.0
1,vendor,6.0
1,veto,4.0
1,desertion,9.0
1,mediocre,8.0
1,foreordain,10.0
1,frank,5.0
1,intoxication,12.0
1,garb,4.0
1,condone,7.0
1,motivation,10.0
1,upsurge,7.0
1,eminent,7.0
1,insalubrious,12.0
1,diatribe,8.0
1,vituperation,12.0
1,eradicate,9.0
1,conclusive,10.0
1,compact,7.0
1,domestic,8.0
1,phlegmatic,10.0
1,victorious,10.0
1,merge,5.0
1,narcissistic,12.0
1,obsequious,10.0
1,incredulous,11.0
1,abeyant,7.0
1,debilitate,10.0
1,bourgeois,9.0
1,swift,5.0
1,monstrous,9.0
1,charismatic,11.0
1,coherent,8.0
1,utility,7.0
1,emulation,9.0
1,lucidity.,9.0
1,tenured,7.0
1,incongruous,11.0
1,suppress,8.0
1,justification,13.0
1,counterbalance,14.0
1,embryonic,9.0
1,raillery,8.0
1,exhilaration,12.0
1,extrapolate,11.0
1,plentitude,10.0
1,recede,6.0
1,delineate,9.0
1,imperturbable,13.0
1,obligatory,10.0
1,triumph,7.0
1,imperturbability,16.0
1,vociferous,10.0
1,moralistic,10.0
1,bemoan,6.0
1,repudiate,9.0
1,hone,4.0
1,discretion,10.0
1,exaggeration,12.0
1,venal,5.0
1,turbid,6.0
1,synergy,7.0
1,ebullience,10.0
1,strident,8.0
1,milieu,6.0
1,adulate,7.0
1,peccadillo,10.0
1,artful,6.0
1,oscillate (between),19.0
1,obloquy,7.0
1,divergent,9.0
1,bombast,7.0
1,gossamer,8.0
1,brute,5.0
1,restless,8.0
1,subservient,11.0
1,sovereignty,11.0
1,realism,7.0
1,visionary,9.0
1,surrender,9.0
1,placatory,9.0
1,engaging,8.0
1,aesthetics,10.0
1,stingy,6.0
1,execrate,8.0
1,infringement,12.0
1,zenith,6.0
1,catalyst,8.0
1,offish,6.0
1,degenerate,10.0
1,heedlessly,10.0
1,meddle,6.0
1,flagrant,8.0
1,agglomerate,11.0
1,propitious,10.0
1,burdensome,10.0
1,skullduggery,12.0
1,discredited,11.0
1,recession,9.0
1,concision,9.0
1,refractory,10.0
1,accent,6.0
1,isolate,7.0
1,heretofore,10.0
1,proclaim,8.0
1,chronicle,9.0
1,calumny,7.0
1,officious,9.0
1,impulse,7.0
1,civility,8.0
1,bleak,5.0
1,provincialism,13.0
1,untrammelled,12.0
1,gaffe,5.0
1,degenerative,12.0
1,sanguinity,10.0
1,speculation,11.0
1,embargo,7.0
1,tempting,8.0
1,manuscript,10.0
1,fulmination,11.0
1,tendentious,11.0
1,excavate,8.0
1,deception,9.0
1,overstatement,13.0
1,prioritize,10.0
1,solemnity,9.0
1,stun,4.0
1,tempestuous,11.0
1,optimize,8.0
1,encumber,8.0
1,moderate,8.0
1,intent,6.0
1,jubilation,10.0
1,orderly,7.0
1,flippant,8.0
1,autocratic,10.0
1,vexation,8.0
1,tactful,7.0
1,intractable,11.0
1,revel,5.0
1,boisterous,10.0
1,instigate,9.0
1,balk,4.0
1,random,6.0
1,manage,6.0
1,hysteria,8.0
1,distinctive,11.0
1,anodyne,7.0
1,legacy,6.0
1,worrisome,9.0
1,ploy,4.0
1,idiosyncrasy,12.0
1,impute,6.0
1,initially,9.0
1,camouflage,10.0
1,abstract from,13.0
1,stave off,9.0
1,balanced,8.0
1,entanglement,12.0
1,inertia,7.0
1,worsen,6.0
1,predicament,11.0
1,omniscient,10.0
1,affirmative,11.0
1,ostensibly,10.0
1,commiserate,11.0
1,resuscitate,11.0
1,callow,6.0
1,obsequiousness,14.0
1,distressing,11.0
1,devolve,7.0
1,retroactive,11.0
1,impeccable,10.0
1,draconian,9.0
1,forerunner,10.0
1,groan,5.0
1,ante,4.0
1,randomly,8.0
1,quiescent,9.0
1,conformity,10.0
1,tinker,6.0
1,enduring,8.0
1,bear out,8.0
1,kinfolk,7.0
1,sensible,8.0
1,surmount,8.0
1,impertinent,11.0
1,maze,4.0
1,clumsy,6.0
1,divination,10.0
1,propriety,9.0
1,polish,6.0
1,get one's own way,17.0
1,overbearing,11.0
1,neophyte,8.0
1,not least,9.0
